titulo;precio;ano;kilometraje;cilindrada;url;precio_num;cilindrada_cc;km;rango_cc;rango_km
HONDA CB500X 2020;$5.700.000;2020.0;23700.0;500.0;https://www.chilemotos.com/moto/55467/;5700000.0;500.0;23700.0;201-500cc;10k-30k
Bajaj Dominar 400;$3.100.000;2023.0;14500.0;400.0;https://www.chilemotos.com/moto/55453/;3100000.0;400.0;14500.0;201-500cc;10k-30k
DUCATI STREETFIGHTER V4S;$19.600.000;2020.0;20000.0;1.1;https://www.chilemotos.com/moto/55444/;19600000.0;1100.0;20000.0;1000cc+;10k-30k
Vendo moto;$1.400.000;2018.0;26800.0;150.0;https://www.chilemotos.com/moto/55431/;1400000.0;150.0;26800.0;0-200cc;10k-30k
HONDA NAVI;$1.449.000;2021.0;2157.0;1.0;https://www.chilemotos.com/moto/55409/;1449000.0;1000.0;2157.0;501-1000cc;0-10k
Vendo mi moto;$1.900.000;2022.0;4000.0;350.0;https://www.chilemotos.com/moto/55389/;1900000.0;350.0;4000.0;201-500cc;0-10k
cuadrimoto can am 2021;$8;2021.0;119.0;570.0;https://www.chilemotos.com/moto/55397/;8000000.0;570.0;119.0;501-1000cc;0-10k
Inigualable Muy poco Uso Honda Deauville 650;$6.500.000;2009.0;25000.0;650.0;https://www.chilemotos.com/moto/55372/;6500000.0;650.0;25000.0;501-1000cc;10k-30k
Inigualable Muy poco Uso Honda Deauville 650;$5.900.000;2009.0;25000.0;650.0;https://www.chilemotos.com/moto/55368/;5900000.0;650.0;25000.0;501-1000cc;10k-30k
Honda Elite 125;$590.000;2007.0;4100.0;125.0;https://www.chilemotos.com/moto/55348/;590000.0;125.0;4100.0;0-200cc;0-10k
Bajaj Dominar 400cc Aventur;$2.899.439;2023.0;49540.0;400.0;https://www.chilemotos.com/moto/55338/;2899439.0;400.0;49540.0;201-500cc;30k-50k
Gixxer 150 FRF;$2.599.900;2024.0;-1.0;150.0;https://www.chilemotos.com/moto/55298/;2599900.0;150.0;-1.0;0-200cc;
BENELLI TNT 250n;$1.900.000;2022.0;8800.0;250.0;https://www.chilemotos.com/moto/54828/;1900000.0;250.0;8800.0;201-500cc;0-10k
BMW S1000 XR;$11.000.000;2016.0;32000.0;1.0;https://www.chilemotos.com/moto/54844/;11000000.0;1000.0;32000.0;501-1000cc;30k-50k
TVS APACHE RR310;$3.200.000;2023.0;7000.0;310.0;https://www.chilemotos.com/moto/54851/;3200000.0;310.0;7000.0;201-500cc;0-10k
Keeway superlight 200;$1.500.000;2024.0;2900.0;200.0;https://www.chilemotos.com/moto/54857/;1500000.0;200.0;2900.0;0-200cc;0-10k
Vendo mi moto por cambio cilindrada;$6.000.000;2020.0;28000.0;500.0;https://www.chilemotos.com/moto/54879/;6000000.0;500.0;28000.0;201-500cc;10k-30k
Royal Enfield Interceptor 650;$5.100.000;2022.0;18000.0;647.0;https://www.chilemotos.com/moto/54918/;5100000.0;647.0;18000.0;501-1000cc;10k-30k
Vendo deportiva voge 300r muy buen estado;$1.790.000;2022.0;13000.0;300.0;https://www.chilemotos.com/moto/54923/;1790000.0;300.0;13000.0;201-500cc;10k-30k
Suzuki Gixxer 150 GS;$1.280.000;2021.0;3164.0;150.0;https://www.chilemotos.com/moto/55000/;1280000.0;150.0;3164.0;0-200cc;0-10k
Suzuki 125;$2.890.000;2019.0;31256.0;124.0;https://www.chilemotos.com/moto/55006/;2890000.0;124.0;31256.0;0-200cc;30k-50k
Oportunidad, Moto honda 500X a solo 5.400.000¡¡¡;$5.400.000;2019.0;9000.0;500.0;https://www.chilemotos.com/moto/55018/;5400000.0;500.0;9000.0;201-500cc;0-10k
Royal Enfield Meteor 350;$2.800.000;2022.0;6000.0;349.0;https://www.chilemotos.com/moto/55041/;2800000.0;349.0;6000.0;201-500cc;0-10k
Vendo Dominar 400UG;$2.300.000;2021.0;20200.0;373.0;https://www.chilemotos.com/moto/55064/;2300000.0;373.0;20200.0;201-500cc;10k-30k
honda;$2.200.000;2000.0;200.0;200.0;https://www.chilemotos.com/moto/55071/;2200000.0;200.0;200.0;0-200cc;0-10k
se vende moto vespa;$3.200.000;2013.0;56000.0;300.0;https://www.chilemotos.com/moto/55077/;3200000.0;300.0;56000.0;201-500cc;50k+
Royal Enfield Continental GT 650 año 2022 impecable;$4.500.000;2022.0;5900.0;650.0;https://www.chilemotos.com/moto/55245/;4500000.0;650.0;5900.0;501-1000cc;0-10k
Moto de nieve ATV;$6.300.000;2017.0;2500.0;850.0;https://www.chilemotos.com/moto/55225/;6300000.0;850.0;2500.0;501-1000cc;0-10k
BMW gs 750 motor 850cc;$9.500.000;2022.0;1800.0;850.0;https://www.chilemotos.com/moto/54970/;9500000.0;850.0;1800.0;501-1000cc;0-10k
Vendo moto HONDA CB500X;$5.600.000;2017.0;49200.0;500.0;https://www.chilemotos.com/moto/55045/;5600000.0;500.0;49200.0;201-500cc;30k-50k
Yamaha Midnight Star 950;$7.000.000;2015.0;30000.0;950.0;https://www.chilemotos.com/moto/55031/;7000000.0;950.0;30000.0;501-1000cc;10k-30k
Honda X Blade 2024;$2.000.000;2024.0;35.0;160.0;https://www.chilemotos.com/moto/55027/;2000000.0;160.0;35.0;0-200cc;0-10k
Triumph Thruxton 2016;$6.990.000;2016.0;7000.0;900.0;https://www.chilemotos.com/moto/54990/;6990000.0;900.0;7000.0;501-1000cc;0-10k
Ténéré 700, 2021;$9.700.000;2021.0;17200.0;700.0;https://www.chilemotos.com/moto/54984/;9700000.0;700.0;17200.0;501-1000cc;10k-30k
Honda CBR500;$4.650.000;2018.0;32.0;500.0;https://www.chilemotos.com/moto/54959/;4650000.0;500.0;32.0;201-500cc;0-10k
HODA NC750XD AUTOMATICA;$6.600.000;2018.0;5200.0;749.0;https://www.chilemotos.com/moto/54913/;6600000.0;749.0;5200.0;501-1000cc;0-10k
2018 Zongshen Rx3;$2.800.000;2018.0;27.0;250.0;https://www.chilemotos.com/moto/54903/;2800000.0;250.0;27.0;201-500cc;0-10k
Gran oportunidad;$3.000.000;2022.0;690.0;350.0;https://www.chilemotos.com/moto/54893/;3000000.0;350.0;690.0;201-500cc;0-10k
Vendo mi moto;$1.500.000;2023.0;1443.0;1.0;https://www.chilemotos.com/moto/54884/;1500000.0;1000.0;1443.0;501-1000cc;0-10k
Honda Shadow 150 – 2020;$1.500.000;2020.0;3054.0;150.0;https://www.chilemotos.com/moto/54875/;1500000.0;150.0;3054.0;0-200cc;0-10k
Vendo Meteor 350 Conversable;$2.599.999;2022.0;16500.0;349.0;https://www.chilemotos.com/moto/54871/;2599999.0;349.0;16500.0;201-500cc;10k-30k
Vendo Moto 45 kilómetros;$1.800.000;2022.0;45.0;160.0;https://www.chilemotos.com/moto/54866/;1800000.0;160.0;45.0;0-200cc;0-10k
Venta;$3.150.000;2024.0;0.0;250.0;https://www.chilemotos.com/moto/54831/;3150000.0;250.0;0.0;201-500cc;
KTM 390 Adventure 2021;$4.000.000;2021.0;50000.0;390.0;https://www.chilemotos.com/moto/54823/;4000000.0;390.0;50000.0;201-500cc;30k-50k
Vespa VXL 150 CC;$3.400.000;2022.0;368.0;149.0;https://www.chilemotos.com/moto/54805/;3400000.0;149.0;368.0;0-200cc;0-10k
Venta de Moto con todo su Equipo;$4.700.000;2013.0;98.0;800.0;https://www.chilemotos.com/moto/54753/;4700000.0;800.0;98.0;501-1000cc;0-10k
Vendo Moto Yamaha XTZ 150 año 2022;$1.990.000;2022.0;1430.0;150.0;https://www.chilemotos.com/moto/54731/;1990000.0;150.0;1430.0;0-200cc;0-10k
oportunidad Yamaha R15 año 2015;$1.500.000;2015.0;50000.0;150.0;https://www.chilemotos.com/moto/54700/;1500000.0;150.0;50000.0;0-200cc;30k-50k
Venta Moto Apache 200;$3.200.000;2024.0;1.0;200.0;https://www.chilemotos.com/moto/54683/;3200000.0;200.0;1.0;0-200cc;0-10k
Se vende moto;$2.650.000;2023.0;4005.0;250.0;https://www.chilemotos.com/moto/54638/;2650000.0;250.0;4005.0;201-500cc;0-10k
Yamaha NMAX;$2.090.000;2020.0;16500.0;155.0;https://www.chilemotos.com/moto/54663/;2090000.0;155.0;16500.0;0-200cc;10k-30k
Yamaha NMax 155 año 2020 Excelente Estado;$2.050.000;2020.0;15300.0;155.0;https://www.chilemotos.com/moto/54659/;2050000.0;155.0;15300.0;0-200cc;10k-30k
Regal Raptor;$930.000;2016.0;27500.0;150.0;https://www.chilemotos.com/moto/54651/;930000.0;150.0;27500.0;0-200cc;10k-30k
Se vende por renovación;$1.300.000;2021.0;31800.0;150.0;https://www.chilemotos.com/moto/54598/;1300000.0;150.0;31800.0;0-200cc;30k-50k
Suzuki Moto Nueva;$1.999.000;2022.0;335.0;150.0;https://www.chilemotos.com/moto/54628/;1999000.0;150.0;335.0;0-200cc;0-10k
s 1000r;$13.990.000;2023.0;12000.0;1.0;https://www.chilemotos.com/moto/54609/;13990000.0;1000.0;12000.0;501-1000cc;10k-30k
Honda Navi 2022;$1.200.000;2022.0;5200.0;110.0;https://www.chilemotos.com/moto/54601/;1200000.0;110.0;5200.0;0-200cc;0-10k
Honda Tornado XR 250 2012;$2.600.000;2012.0;49500.0;250.0;https://www.chilemotos.com/moto/54586/;2600000.0;250.0;49500.0;201-500cc;30k-50k
Zontes V310;$3.300.000;2022.0;25000.0;310.0;https://www.chilemotos.com/moto/53976/;3300000.0;310.0;25000.0;201-500cc;10k-30k
2022 Yamaha MT03 Nueva 147 km;$4.800.000;2022.0;147.0;321.0;https://www.chilemotos.com/moto/53964/;4800000.0;321.0;147.0;201-500cc;0-10k
TVS Apache RTR 200;$1.300.000;2023.0;2499.0;200.0;https://www.chilemotos.com/moto/53932/;1300000.0;200.0;2499.0;0-200cc;0-10k
Yamaha Raptor YFM350R;$3.800.000;2013.0;0.0;350.0;https://www.chilemotos.com/moto/53883/;3800000.0;350.0;0.0;201-500cc;
Moto Honda PCX 150 del 2017;$2.000.000;2017.0;6500.0;150.0;https://www.chilemotos.com/moto/53863/;2000000.0;150.0;6500.0;0-200cc;0-10k
Moto Haouje;$1.600.000;2022.0;3712.0;160.0;https://www.chilemotos.com/moto/53793/;1600000.0;160.0;3712.0;0-200cc;0-10k
Oferta unica;$1.100.000;2022.0;1080.0;125.0;https://www.chilemotos.com/moto/53810/;1100000.0;125.0;1080.0;0-200cc;0-10k
BMW F800 GS;$6.500.000;2012.0;73999.0;800.0;https://www.chilemotos.com/moto/53782/;6500000.0;800.0;73999.0;501-1000cc;50k+
Se vende Vespa a muy buen precio;$2.500.000;2023.0;800.0;150.0;https://www.chilemotos.com/moto/53757/;2500000.0;150.0;800.0;0-200cc;0-10k
Moto, maca Motorrad;$1.550.000;2023.0;3111.0;335.0;https://www.chilemotos.com/moto/53753/;1550000.0;335.0;3111.0;201-500cc;0-10k
2014 Honda CB500X;$4.290.000;2014.0;14333.0;500.0;https://www.chilemotos.com/moto/53722/;4290000.0;500.0;14333.0;201-500cc;10k-30k
BMW F800 GS;$9.100.000;2016.0;17000.0;800.0;https://www.chilemotos.com/moto/53717/;9100000.0;800.0;17000.0;501-1000cc;10k-30k
